id,name,type,category,mechanism,designer,artist,publisher,min_players,max_players,playing_time,min_age,complexity_rating,integrates_with
295577.0,Dungeon Mayhem: Monster Madness,boardgame,Card Game|Fantasy|Fighting,Hand Management|Income|Player Elimination|Take That|Variable Player Powers,Jordan Comar|Roscoe Wetlaufer,Cam Kendell,Wizards of the Coast,2,6,10,8,1.1724,Dungeon Mayhem|Marvel Mayhem
168609.0,"Artifacts, Inc.",boardgame,Adventure|Card Game|Economic|Exploration,Action Points|Area Majority / Influence|Dice Rolling|Open Drafting|Set Collection|Worker Placement|Worker Placement with Dice Workers,Ryan Laukat,Ryan Laukat,IELLO|Red Raven Games,2,4,60,13,2.1545,
123239.0,Wits & Wagers Party,boardgame,Party Game|Trivia,Betting and Bluffing,Dominic Crapuchettes,Ali Douglass,NorthStar Game Studio|Asmodee|DV Games|Grow Jogos e Brinquedos|KOSMOS|Tulip Games,4,18,25,8,1.1091,
43868.0,The Adventurers: The Temple of Chac,boardgame,Adventure|Ancient|Exploration|Miniatures,Action Points|Bias|Dice Rolling|Grid Movement|Memory|Push Your Luck|Variable Player Powers,Guillaume Blossier|Frédéric Henry,Guillaume Blossier|Miguel Coimbra|Édouard Guiton|Frédéric Henry|Goulven Quentel,Alderac Entertainment Group|Dust Games|Axel|Edge Entertainment|Fantasy Flight Games|Pegasus Spiele|Stratelibri,2,6,45,10,1.6613,
208895.0,New York Slice,boardgame,Party Game,"I Cut, You Choose|Once-Per-Game Abilities|Turn Order: Progressive",Jeffrey D. Allers,John Kaufmann,"Bézier Games|Arclight Games|MYBG Co., Ltd.",2,6,30,8,1.4561,
204135.0,Skyjo,boardgame,Card Game|Math,Set Collection,Alexander Bernhardt,Alexander Bernhardt,Lúdilo|Magilano|Spelialisten,2,8,45,8,1.062,
206084.0,Nautilion,boardgame,Dice|Fantasy|Nautical,Cooperative Game|Dice Rolling|Modular Board|Roll / Spin and Move|Set Collection|Solo / Solitaire Game,Shadi Torbey,Élise Plessis,inPatience|Z-Man Games|Filosofia Éditions,1,2,30,10,1.8704,
356754.0,Tamashii: Chronicle of Ascend,boardgame,Adventure|Exploration|Fighting|Miniatures|Science Fiction,"Action Points|Cooperative Game|Deck, Bag, and Pool Building|Dice Rolling|Grid Movement|Hexagon Grid|Narrative Choice / Paragraph|Pattern Building|Scenario / Mission / Campaign Game|Semi-Cooperative Game|Slide / Push|Solo / Solitaire Game|Square Grid|Variable Player Powers|Variable Set-up",Kamil 'Sanex' Cieśla|Robert Plesowicz|Łukasz Włodarczyk,Jakub Dzikowski|Patryk Jędraszek|Ewa Labak|Pamela Łuniewska|Piotr Orleański|Krzysztof Piasek,Awaken Realms Lite|Yayoi The Dreamer|Ігрова Майстерня,1,4,180,13,2.9818,
402283.0,Courtisans,boardgame,Card Game|Medieval,End Game Bonuses|Set Collection|Take That,Romaric Galonnier|Anthony Perone,Noëmie Chevalier,Catch Up Games|Evrikus|GateOnGames|Hachette Boardgames UK|Hobby Japan|HUCH!|Lucky Duck Games|Maldito Games|Pandasaurus Games|Reflexshop|Tower Tactic Games|White Goblin Games,2,5,30,8,1.3721,
252446.0,Key Flow,boardgame,Card Game|City Building|Economic|Farming|Medieval,Closed Drafting|Neighbor Scope|Network and Route Building|Set Collection|Simultaneous Action Selection|Worker Placement,Sebastian Bleasdale|Richard Breese|Ian Vincent,Vicki Dalton,R&D Games|HUCH!,2,6,75,14,2.8889,
319807.0,Shogun no Katana,boardgame,Industry / Manufacturing|Medieval,"End Game Bonuses|Market|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Turn Order: Claim Action|Turn Order: Progressive|Variable Set-up|Worker Placement|Worker Placement, Different Worker Types",P.S. Martensen|Federico Randazzo,Alan D'Amico|Giorgia Lanza|Paolo Vallerga,Placentia Games|Post Scriptum|GateOnGames|YOKA Games,1,4,180,14,3.7439,
267271.0,Egizia: Shifting Sands,boardgame,Ancient|Farming,Bias|Open Drafting|Track Movement|Variable Phase Order|Worker Placement,Acchittocca|Flaminia Brasini|Virginio Gigli|Stefano Luperto|Antonio Tinto,William Bricker,Stronghold Games|Matagot|Surfin' Meeple China,2,4,90,14,2.8409,
24773.0,On the Underground,boardgame,Trains|Transportation,Network and Route Building,Sebastian Bleasdale,Matthias Catrein,JKLM Games|Rio Grande Games,2,5,60,7,2.4396,
6351.0,Gulo Gulo,boardgame,Action / Dexterity|Animals|Children's Game|Humor,Modular Board|Physical Removal,Jürgen P. Grunau|Wolfgang Kramer|Hans Raggan,Victor Boden,Zoch Verlag|Competo / Marektoy|Rio Grande Games,2,6,20,5,1.0813,
172996.0,The King Is Dead,boardgame,Medieval|Political|Wargame,Area Majority / Influence|Campaign / Battle Card Driven|Communication Limits|Hand Management|Map Reduction|Team-Based Game|Turn Order: Pass Order|Variable Set-up,Peer Sylvester,Benoit Billion|Peter Dennis,Osprey Games|Giochix.it,2,4,50,12,2.4531,
298229.0,Steampunk Rally Fusion,boardgame,Dice|Racing|Science Fiction,Closed Drafting|Dice Rolling|Modular Board|Race|Resource to Move|Simultaneous Action Selection|Track Movement|Variable Player Powers,Orin Bishop,Lina Cossette|David Forest,Roxley|Mirakulus,2,8,60,14,2.7949,Steampunk Rally
217083.0,LYNGK,boardgame,Abstract Strategy,Grid Movement|Map Deformation|Map Reduction|Pattern Building|Pieces as Map|Point to Point Movement|Static Capture|Three Dimensional Movement|Variable Set-up,Kris Burm,Kris Burm,HUCH!|Rebel Sp. z o.o.|Rio Grande Games,2,2,60,13,2.7568,GIPF|TZAAR|YINSH
5072.0,Carrom,boardgame,Action / Dexterity,Flicking|Team-Based Game,(Uncredited),,(Public Domain)|(Unknown)|ABRA|ASS Altenburger Spielkarten|Carrom Art|Carrom Company|Funskool Games|IKEA|Mespi|Mitra|Olympic|Philos|Pin International|Queen Games,2,4,60,6,1.4621,
402663.0,Salton Sea,boardgame,Industry / Manufacturing,Contracts|Hand Management|Income|Investment|Solo / Solitaire Game|Stock Holding|Worker Placement,David Bernal,Amelia Sales,Devir|CMON Global Limited|IELLO,1,4,120,12,3.8261,
230303.0,Unlock!: Mystery Adventures – The House on the Hill,boardgame,Card Game|Exploration|Puzzle|Real-time,Cooperative Game|Storytelling,Fabrice Mazza,Pierre Santamaria,Space Cowboys,1,6,60,10,1.8148,
3565.0,Mordheim: City of the Damned,boardgame,Exploration|Fantasy|Fighting|Horror|Miniatures|Wargame,Dice Rolling|Measurement Movement|Modular Board|Role Playing|Variable Player Powers,Alessio Cavatore|Tuomas Pirinen|Rick Priestley,John Blanche|Alex Boyd|Talima Fox|David Gallagher|Nuala Kennedy|Karl Kopinski|Alan Merrett|Paul Smith (I)|Geoff Taylor|John Wigley,Games Workshop Ltd.,2,6,60,10,3.0942,
73369.0,51st State,boardgame,Card Game|City Building|Economic|Science Fiction,Hand Management|Open Drafting|Variable Player Powers,Ignacy Trzewiczek,Mateusz Bielski|Piotr Foksowicz|Mariusz Gandzel|Daniel Grzeszkiewicz|Roch Hercka|Tomasz Jedruszek|Michał Oracz|Adam Wójcicki,"Portal Games|Edge Entertainment|IELLO|Toy Vault, Inc.",2,4,90,10,3.1008,The New Era
24310.0,The Red Dragon Inn,boardgame,Card Game|Fantasy|Humor|Medieval|Party Game,Betting and Bluffing|Hand Management|Player Elimination|Take That|Variable Player Powers,Cliff Bohm|Geoff Bottone|Colleen Skadl,Cold FuZion Studios|Kennon James|Doug Kovacs|Rhonda Libbey|Beth Trott,SlugFest Games|Arclight Games|Buró|Hobby World|Pegasus Spiele|Redbox Editora (Redbox),2,4,45,13,1.6599,The Red Dragon Inn 2|The Red Dragon Inn 3|The Red Dragon Inn 4|The Red Dragon Inn 5: The Character Trove|The Red Dragon Inn 6: Villains|The Red Dragon Inn 7: The Tavern Crew|The Red Dragon Inn 8: Pub Crawl|The Red Dragon Inn 9: The Undercity|The Red Dragon Inn: Adventure Is Nigh!|The Red Dragon Inn: Allies – Spyke and Flower|The Red Dragon Inn: Gambling? I'm In!
352179.0,Astro Knights,boardgame,Card Game|Fighting|Science Fiction,"Chit-Pull System|Cooperative Game|Deck, Bag, and Pool Building|Delayed Purchase|Hand Management|Open Drafting|Solo / Solitaire Game|Variable Phase Order|Variable Player Powers|Variable Set-up",Nick Little (I)|Will Sobel,Gong Studios,Indie Boards & Cards|Frosted Games|Matagot,1,4,45,14,2.6774,Astro Knights: Eternity|Invincible: The Card Game
300683.0,Meeple Land,boardgame,City Building|Economic|Puzzle,Auction: Turn Order Until Pass|Income|Market|Modular Board|Network and Route Building|Set Collection|Square Grid|Tile Placement,Cyrille Allard|Frédéric Guérard,Tomasz Larek,Blue Orange (EU)|Blue Orange Games|Arclight Games|DiceTree Games|Gém Klub Kft.|Maldito Games|Mar Lúdico,2,4,45,8,1.9184,
360206.0,Discordia,boardgame,Ancient|City Building|Civilization|Dice,Action / Event|Action Drafting|Dice Rolling|Income|Sudden Death Ending,Bernd Eisenstein,Lukas Siegmon,Irongames|Game Harbor|Giochix.it|Maldito Games|Sylex|TLAMA games,1,4,90,12,2.971,
314582.0,Amsterdam,boardgame,Dice,Action Points|Dice Rolling|Hand Management|Network and Route Building|Open Drafting|Pick-up and Deliver|Set Collection|Solo / Solitaire Game,Stefan Feld,Christian Fiore|Klemens Franz|Patricia Limberger|Andreas Resch,Queen Games|White Goblin Games,1,4,120,12,3.4286,
251747.0,Atlantic Chase: The Kriegsmarine Against the Home Fleet 1939-1942,boardgame,Nautical|Wargame|World War II,Dice Rolling|Grid Movement|Hexagon Grid|Simulation|Solo / Solitaire Game,Jeremy White,Jeremy White,GMT Games,1,2,120,14,3.3607,
205046.0,Capital Lux,boardgame,Bluffing|Card Game|Science Fiction,Area Majority / Influence|Closed Drafting|Hand Management,Kristian Amundsen Østby|Eilif Svensson,Kwanchai Moriya,Aporta Games|Game Harbor|Granna|Hobby World|Ludicus|Morapiaf|NeoTroy Games|PaperGames (III)|Pixie Games,2,4,30,10,1.9688,
340364.0,Machi Koro 2,boardgame,City Building|Dice,Dice Rolling|Random Production,Masao Suganuma,Noboru Hotta,Grounding|CMON Global Limited|Game Harbor|Happy Baobab|Hobby World|KOSMOS|Pandasaurus Games|Pendragon Game Studio|Rozum|White Goblin Games,2,5,45,10,1.5143,
303551.0,Polis,boardgame,Ancient|Economic|Wargame,Area Majority / Influence|Area Movement|Card Play Conflict Resolution|Dice Rolling|Market|Simulation|Turn Order: Stat-Based|Victory Points as a Resource,Fran Diaz,Enrique Corominas,Devir,2,2,120,12,3.8209,
329226.0,Circadians: Chaos Order,boardgame,Science Fiction|Wargame,Action Drafting|Area Majority / Influence|Area Movement|Card Play Conflict Resolution|Hand Management|Hexagon Grid|Income|Variable Player Powers,S J Macdonald|Zach Smith,Sam Phillips,Garphill Games|CHUR GAMES|Lavka Games|MEEPLE|Mosaico Jogos|Pixie Games|Portal Games|Primigenio|Renegade Game Studios|Schwerkraft-Verlag,2,5,240,12,3.8088,
237.0,Wooden Ships & Iron Men,boardgame,Age of Reason|American Indian Wars|American Revolutionary War|Napoleonic|Nautical|Pirates|Post-Napoleonic|Wargame,Action Queue|Dice Rolling|Hexagon Grid|Line of Sight|Simulation|Simultaneous Action Selection,S. Craig Taylor,Edward Moran,The Avalon Hill Game Co|Battleline,2,2,300,12,3.085,
84732.0,Kariba,boardgame,Card Game|Children's Game,Hand Management|Rock-Paper-Scissors,Reiner Knizia,Felix Kindelan,Goliath Games|Helvetiq|Buró|Fabrika Igr|Gap Times|Gen-X Games|HRAS|Mandoo Games|PaperGames (III)|Reflexshop|Siam Board Games,2,4,15,6,1.0667,
182189.0,Treasure Hunter,boardgame,Adventure|Card Game|Fantasy,Closed Drafting|Hand Management|Open Drafting|Simultaneous Action Selection,Richard Garfield,Markus Erdt,Queen Games|Arclight Games|Devir|Piatnik|Rebel Sp. z o.o.,2,6,40,8,1.8919,
339214.0,Fruit Fight,boardgame,American West|Card Game,Push Your Luck,Reiner Knizia,Vincent Burger|Mihajlo Dimitrievski|Miguel Ángel Galán|SMLXL,CMYK|Pixie Games|DV Games|Fractal Juegos|KOSMOS|Mandoo Games|Mercurio|Pink Frog|テンデイズゲームズ (TendaysGames),2,5,20,8,1.0351,
30658.0,Rise of Empires,boardgame,Ancient|Civilization,Area Majority / Influence|Variable Phase Order|Worker Placement,Martin Wallace,Czarnè,Phalanx Games B.V.|Phalanx Games Deutschland|Phalanx Games Polska|Edge Entertainment|Mayfair Games|Stupor Mundi|Wargames Club Publishing,2,5,150,12,3.5442,
158900.0,Samurai Spirit,boardgame,Animals|Fantasy|Fighting,Cooperative Game|Push Your Luck|Variable Player Powers,Antoine Bauza,Víctor Pérez Corbella,"Funforge|Gém Klub Kft.|Hobby World|MYBG Co., Ltd.|Rebel Sp. z o.o.|REXhry",1,7,45,10,2.1327,
183685.0,"Mr. President: The American Presidency, 2001-2020",boardgame,Modern Warfare|Political,Action Points|Area Majority / Influence|Dice Rolling|Simulation|Solo / Solitaire Game,Gene Billingsley,Domhnall Hegarty|Donal Hegarty,GMT Games,1,1,600,0,4.2315,
195571.0,Legendary Encounters: A Firefly Deck Building Game,boardgame,Card Game|Movies / TV / Radio theme|Science Fiction,"Cooperative Game|Deck, Bag, and Pool Building|Solo / Solitaire Game",Ben Cichoski|Daniel Mandel,,Upper Deck Entertainment,1,5,90,14,2.5526,Legendary Encounters: A Predator Deck Building Game|Legendary Encounters: An Alien Deck Building Game
1219.0,Labyrinth,boardgame,Children's Game|Maze|Puzzle,Map Deformation|Modular Board|Network and Route Building|Point to Point Movement|Slide / Push|Square Grid,Max J. Kobbert,Xavier Gueniffey Durin|Andreas Härlin|Stephen Hillenburg|illuVision|Max J. Kobbert|Joachim Krause|Horst Laupheimer|Herbert Lentz|Sybille Ring|Wolfgang Scheit|vitamin-be.de|Thomas Weiss|Paul Windle,Ravensburger|Discovery Toys|Elmark|Estrela|Grow Jogos e Brinquedos|Korea Boardgames|MoBi|Otto Maier Verlag|Ronda|VAKKO|Το Καλό Παιχνίδι Α.Ε.,2,4,20,8,1.3409,
123607.0,Puzzle Strike: Third Edition,boardgame,Card Game|Fantasy|Video Game Theme,"Deck, Bag, and Pool Building|Hand Management|Variable Player Powers",David Sirlin,Long Vo,Sirlin Games|Pegasus Spiele,2,4,20,10,2.6981,Puzzle Strike Shadows
13308.0,Niagara,boardgame,Nautical,Bias|Hand Management|Pick-up and Deliver|Set Collection|Simultaneous Action Selection|Slide / Push,Thomas Liesching,Victor Boden,"Zoch Verlag|999 Games|Competo / Marektoy|Egmont Polska|Gigamic|Laser plus|Rio Grande Games|Swan Panasia Co., Ltd.",3,5,45,8,1.8365,
309430.0,Tiny Epic Pirates,boardgame,Dice|Exploration|Nautical|Pirates,Dice Rolling|Market|Movement Points|Pick-up and Deliver|Rondel|Solo / Solitaire Game|Variable Set-up,Scott Almes,Chip Cole|Ian Rosenthaler|Nikoletta Vaszi|Felix Wermke,Gamelyn Games|Devir|Galakta|MeepleBR|Pixie Games,1,4,60,14,2.8718,
207572.0,Holland '44: Operation Market-Garden,boardgame,Wargame|World War II,Dice Rolling|Hexagon Grid|Simulation,Mark Simonitch,Antonis Karidis|Rodger B. MacGowan|Mark Simonitch,GMT Games|Chrononauts Games|Ediciones MasQueOca|NAC Wargames,2,2,900,0,3.8462,
335275.0,Whirling Witchcraft,boardgame,Fantasy,Simultaneous Action Selection|Variable Player Powers,Erik Andersson Sundén,Luis Francisco|Weberson Santiago,Alderac Entertainment Group|Bad Boom Games|Hobby World|Popcorn Games|Schwerkraft-Verlag|Ігромаг|株式会社ケンビル (KenBill),2,5,30,14,1.82,
986.0,Babel,boardgame,Ancient|Card Game|City Building,Hand Management|Matching|Pattern Recognition|Set Collection|Take That|Zone of Control,Hagen Dorgathen|Uwe Rosenberg,Chris Quilliams|Claus Schobig,KOSMOS|999 Games|Filosofia Éditions|Rio Grande Games|Tilsit|White Goblin Games|Z-Man Games,2,2,60,12,2.4034,
220792.0,The Expanse Board Game,boardgame,Movies / TV / Radio theme|Novel-based|Science Fiction|Space Exploration,Action / Event|Action Points|Area Majority / Influence|Campaign / Battle Card Driven|Catch the Leader|Take That|Variable Player Powers|Victory Points as a Resource,Geoff Engelstein,,Pendragon Game Studio|WizKids (I),2,4,60,14,2.8113,
88827.0,Battle Cry: 150th Civil War Anniversary Edition,boardgame,American Civil War|Civil War|Miniatures|Wargame,Campaign / Battle Card Driven|Dice Rolling|Hand Management|Modular Board|Simulation,Richard Borg,,Avalon Hill|Hasbro|Wizards of the Coast,2,2,45,12,2.0693,
57660.0,Time's Up! Edición Azul,boardgame,Humor|Movies / TV / Radio theme|Party Game,Acting|Communication Limits|Memory|Team-Based Game,Peter Sarrett,Peter Sarrett,Asterion Press|Crómola|Kaissa Chess & Games|MINDOK|Morapiaf|R&R Games|Rebel Sp. z o.o.|Repos Production,4,12,45,12,1.2203,
366752.0,The Great Split,boardgame,Card Game,"Closed Drafting|I Cut, You Choose|Simultaneous Action Selection|Tech Trees / Tech Tracks|Variable Set-up",Hjalmar Hach|Lorenzo Silva,Weberson Santiago,Horrible Guild|999 Games|Ghenos Games|HeidelBÄR Games|Hobby Japan|IELLO,2,7,45,8,2,
27627.0,Talisman: Revised 4th Edition,boardgame,Adventure|Exploration|Fantasy|Fighting,Dice Rolling|Role Playing|Roll / Spin and Move|Take That|Variable Player Powers,John Goodenough|Robert Harris,Massimiliano Bertolini|Marjorie Davis|Ralph Horsley|Jeremy McHugh|WiL Springer|Sean Turtle|Teejay Ralph Villahermosa,Black Industries|ADC Blackfire Entertainment|Delta Vision Publishing|Devir|Edge Entertainment|Ediciones MasQueOca|Fantasy Flight Games|Galakta|Game Harbor|Games Workshop Ltd.|Giochi Uniti|Heidelberger Spieleverlag|Hobby Game Mall|Hobby Japan|Mandoo Games|Matagot|Monkey Time|Nexus Editrice|Pegasus Spiele|REXhry|Smart Ltd,2,6,90,13,2.1715,
408180.0,Shackleton Base: A Journey to the Moon,boardgame,Space Exploration,"Variable Set-up|Worker Placement, Different Worker Types",Fabio Lopiano|Nestore Mangone,David Sitbon,Sorry We Are French|Giant Roc|Hachette Boardgames UK|Happy Baobab|Pandasaurus Games,1,4,120,14,3.726,
301919.0,Pandemic: Hot Zone – North America,boardgame,Medical|Print & Play,Action Points|Cooperative Game|Hand Management|Point to Point Movement|Set Collection|Trading|Variable Player Powers,Matt Leacock,,Z-Man Games|(Web published)|Galápagos Jogos|Hobby Japan,2,4,30,8,1.8491,Pandemic: Hot Zone – Europe
373600.0,Cthulhu: Death May Die – Fear of the Unknown,boardgame,Fantasy|Fighting|Horror|Miniatures|Novel-based,Action Points|Cooperative Game|Dice Rolling|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Variable Player Powers,Rob Daviau|Eric M. Lang|Marco Portugal,Helder Almeida|Nicolas Fructus|Stef Kopinski|Karl Kopinski|Prosper Tipaldi|Iwo Widulinski|Daniel Zrom,CMON Global Limited|Guillotine Games|Portal Games|REXhry|Ігромаг,1,5,90,14,2.6522,Cthulhu: Death May Die|Cthulhu: Death May Die – Forbidden Reaches
32125.0,Felicity: The Cat in the Sack,boardgame,Animals|Bluffing|Card Game,Auction / Bidding|Betting and Bluffing|Secret Unit Deployment,Friedemann Friese,"Lars-Arne ""Maura"" Kalusky","2F-Spiele|999 Games|Arclight Games|Edge Entertainment|Filosofia Éditions|Kaissa Chess & Games|Mandoo Games|Popcorn Games|Rio Grande Games|Runadrake|Stratelibri|Stronghold Games|Swan Panasia Co., Ltd.|White Goblin Games",3,5,20,8,1.3962,
147253.0,The Ancient World,boardgame,Ancient|Civilization|Fantasy,Dice Rolling|Open Drafting|Set Collection|Worker Placement,Ryan Laukat,Ryan Laukat,Red Raven Games|Hobby World|IELLO|Schwerkraft-Verlag,2,4,90,13,2.7248,
259374.0,Belratti,boardgame,Card Game|Deduction,Communication Limits|Cooperative Game,Michael Loth,Vipin Alex Jacob|Gaël Lannurien|Natàlia Romero,Mogel-Verlag|Devir|Games 4 Gamers|GP Games|KOSMOS|Repos Production,3,7,25,8,1.0638,
403754.0,Middle Ages,boardgame,Economic|Medieval,Modular Board|Open Drafting|Set Collection|Tile Placement|Variable Set-up,Marc André,Claire Conan,Studio H|Board Game Box|Czacha Games|Evrikus|Gém Klub Kft.|Hobby Japan|Maldito Games|White Goblin Games,2,5,30,10,2.058,
61487.0,Unconditional Surrender! World War 2 in Europe,boardgame,Wargame|World War II,Dice Rolling|Hexagon Grid|Movement Points|Ratio / Combat Results Table|Scenario / Mission / Campaign Game|Simulation,Salvatore Vasta,Charles Kibler|Rodger B. MacGowan|Mark Simonitch|Salvatore Vasta,GMT Games,1,4,3000,14,3.7706,
41010.0,My First Carcassonne,boardgame,Children's Game|Medieval,Enclosure|Modular Board|Tile Placement,Marco Teubner,Marcel Gröber|Rolf Vogt,"Hans im Glück|999 Games|Bard Centrum Gier|Brain Games|Devir|Enigma (Bergsala Enigma)|Feelindigo|Filosofia Éditions|Giochi Uniti|Hobby World|Lautapelit.fi|MINDOK|Oxygame|Piatnik|Rio Grande Games|Schmidt Spiele|Smart Ltd|Swan Panasia Co., Ltd.|Z-Man Games",2,4,20,4,1.1319,
274450.0,Last Aurora,boardgame,Card Game|Science Fiction|Transportation,Hand Management|Race|Worker Placement,Mauro Chiabotto,Davide Corsi,Pendragon Game Studio|Arclight Games|Ares Games|Delta Vision Publishing|Gen-X Games|Grimspire|Hobby World|Matagot|Portal Games|Treetato Studio,1,4,90,14,2.8056,
26457.0,Successors: The Battles for Alexander's Empire,boardgame,Ancient|Wargame,Area Majority / Influence|Campaign / Battle Card Driven|Dice Rolling|Pick-up and Deliver|Point to Point Movement|Simulation,Richard H. Berg|John B. Firer|Mark Simonitch,Jean André Castaigne|Rodger B. MacGowan|Kurt Miller|Patrick O'Brien|Mark Simonitch|Eric Williams (I),GMT Games,3,4,300,12,3.298,
339484.0,Savannah Park,boardgame,Abstract Strategy|Animals|Puzzle,Follow|Pattern Building|Score-and-Reset Game|Set Collection|Solo / Solitaire Game|Tile Placement,Michael Kiesling|Wolfgang Kramer,Annika Heller|Andreas Resch|Fabrice Weiss,Deep Print Games|999 Games|Bright Eye Games|Broadway Toys LTD|Capstone Games|Galápagos Jogos|Hobby Japan|Maldito Games|Mandoo Games|Pegasus Spiele|Piatnik|Portal Games|Super Meeple|uplay.it edizioni,1,4,40,8,1.7083,
302312.0,Chronicles of Crime: 2400,boardgame,Adventure|Deduction|Murder / Mystery|Science Fiction,Cooperative Game|Scenario / Mission / Campaign Game|Storytelling|Variable Player Powers,David Cicurel|Wojciech Grajkowski,Matijos Gebreselassie|Mateusz Komada,Lucky Duck Games|Broadway Toys LTD|Corax Games|Gameology (Gameology Romania)|Gém Klub Kft.|Hobby World|MINDOK|TWOPLUS Games|uplay.it edizioni,1,4,90,12,2.15,
21920.0,Leonardo da Vinci,boardgame,Industry / Manufacturing|Renaissance,Area Majority / Influence|Auction / Bidding|Contracts|Hand Management|Worker Placement,Acchittocca|Flaminia Brasini|Virginio Gigli|Stefano Luperto|Antonio Tinto,Stefano de Fazi|Mike Doyle (I),DV Games|ABACUSSPIELE|Lautapelit.fi|Mayfair Games|Quined White Goblin Games|Tilsit,2,5,90,12,3.1808,
317311.0,Switch & Signal,boardgame,Trains|Transportation,Cooperative Game|Network and Route Building|Pick-up and Deliver,David Thompson (I),Claus Stephan|Antje Stephan,KOSMOS|Galakta|IELLO|Zvezda,2,4,45,10,2.1087,
22348.0,Duplik,boardgame,Humor|Party Game,Drawing,William Jacobson|Amanda Kohout,William Jacobson|Amanda Kohout,"Braincog, Inc.|Albi|Asmodee|Asterion Press|Hobby Japan|Korea Boardgames|Rebel Sp. z o.o.",3,10,45,12,1.2143,
362020.0,Cosmoctopus,boardgame,Adventure|Fantasy|Horror,Area Movement|Cooperative Game|Hand Management|Modular Board|Open Drafting|Race|Solo / Solitaire Game|Variable Set-up,Henry Audubon,George Doutsiopoulos,Paper Fort Games|Geekach Games|Gém Klub Kft.|Lucky Duck Games|Maldito Games|Mirakulus|Stone Sword Games|YOKA Games,1,4,90,10,2.2,
1107.0,Nyet!,boardgame,Animals|Card Game,Hand Management|Open Drafting|Team-Based Game|Trick-taking,Stefan Dorra,Biboun|Franz Vohwinkel,Goldsieber Spiele|IELLO|2 Pionki|GoKids 玩樂小子|Heidelberger Spieleverlag|Portal Games|Reflexshop|uplay.it edizioni,2,5,60,10,1.902,
284217.0,Rush M.D.,boardgame,Action / Dexterity|Medical|Real-time,"Action Timer|Cooperative Game|Elapsed Real Time Ending|Real-Time|Solo / Solitaire Game|Worker Placement|Worker Placement, Different Worker Types",Anthony Howgego|Konstantinos Kokkinis|Dávid Turczi,Gong Studios,Artipia Games|Compaya.hu: Gamer Café Kft.|Ediciones MasQueOca|Galakta|Geek Attitude Games|Pegasus Spiele,1,4,45,14,2.3704,
171011.0,Favor of the Pharaoh,boardgame,Dice,"Deck, Bag, and Pool Building|Dice Rolling|Re-rolling and Locking",Thomas Lehmann,Ollin Timm,Bézier Games|Group SNE|Viravi Edicions,2,4,45,13,2.0125,
145189.0,Timeline: Music & Cinema,boardgame,Card Game|Educational|Music|Party Game|Trivia,,Frédéric Henry,,"Asmodee|Gém Klub Kft.|More Fun Co., Ltd.|REXhry",2,8,15,8,1.0879,Timeline Challenge|Timeline: 60 ans de télévision à la RTBF|Timeline: American History|Timeline: Americana|Timeline: British History|Timeline: Canada|Timeline: Cannes & Cinema|Timeline: Česko|Timeline: Classic|Timeline: España|Timeline: Events|Timeline: General Interest|Timeline: Histoire de France|Timeline: History of Russia|Timeline: Inventions|Timeline: Korean History|Timeline: Louvre|Timeline: Polska|Timeline: Québec|Timeline: Science & Discoveries|Timeline: Science Museum|Timeline: Slovensko|Timeline: Sports et Loisirs
701.0,A House Divided: War Between the States 1861-65,boardgame,American Civil War|Civil War|Post-Napoleonic|Wargame,Dice Rolling|Point to Point Movement|Simulation,Frank Chadwick|Alan Emrich,"Paul Richard ""Rich"" Banner|Frank Chadwick|Rich Hasenauer|Jason Just|Jason Juta|William H. Keith, Jr.|Franz Vohwinkel",Diseños Orbitales|Game Designers' Workshop (GDW Games)|Mayfair Games|Phalanx Games B.V.,2,2,240,12,2.604,
143185.0,Smash Up: The Obligatory Cthulhu Set,boardgame,Card Game|Fantasy|Horror|Humor|Mythology,Area Majority / Influence|Hand Management|Take That|Variable Player Powers,Paul Peterson,,Alderac Entertainment Group|Edge Entertainment|Hobby World|IELLO|Pegasus Spiele|uplay.it edizioni,2,2,45,12,2.1724,"Smash Up|Smash Up: Awesome Level 9000|Smash Up: Big in Japan|Smash Up: Cease and Desist|Smash Up: Disney Edition|Smash Up: It's Your Fault!|Smash Up: Marvel|Smash Up: Monster Smash|Smash Up: Munchkin|Smash Up: Oops, You Did It Again|Smash Up: Pretty Pretty Smash Up|Smash Up: Science Fiction Double Feature|Smash Up: That '70s Expansion|Smash Up: The Obligatory Cthulhu Set|Smash Up: What Were We Thinking?|Smash Up: World Tour – Culture Shock|Smash Up: World Tour – International Incident"
269725.0,Corinth,boardgame,Dice,Dice Rolling|Paper-and-Pencil,Sébastien Pauchon,Julio Cesar|Cyrille Daujean,Days of Wonder|Happy Baobab,2,4,30,8,1.6724,
180199.0,"Colonial Twilight: The French-Algerian War, 1954-62",boardgame,Modern Warfare|Wargame,Area Majority / Influence|Area Movement|Dice Rolling|Solo / Solitaire Game|Variable Phase Order|Variable Player Powers,Brian Train,Rodger B. MacGowan|Chechu Nieto,GMT Games,1,2,300,12,3.8846,
